,gen,score,total,angle,range,speed,rspeed
1240,40,5,30,128.07,18.61,23.11,234.06
1241,40,3,30,131.66,18.66,22.57,225.48
1242,40,2,30,134.1,19.23,23.11,234.23
1243,40,2,30,134.32,19.17,22.88,242.93
1244,40,2,30,119.19,19.31,23.2,227.79
1245,40,2,30,119.19,19.31,23.2,227.79
1246,40,2,30,127.66,18.79,23.94,227.87
1247,40,2,30,133.9,18.67,23.09,236.23
1248,40,1,30,132.44,19.31,23.2,227.79
1249,40,1,30,134.66,20.67,23.37,225.05
1250,40,1,30,134.1,18.73,23.54,225.45
1251,40,1,30,133.31,18.69,23.11,247.65
1252,40,1,30,132.22,18.76,22.56,236.5
1253,40,1,30,132.41,18.82,23.01,225.72
1254,40,1,30,134.09,19.34,23.73,227.44
1255,40,1,30,133.75,18.95,22.86,225.38
1256,40,1,30,134.1,19.23,23.11,234.23
1257,40,1,30,132.86,19.19,22.62,233.99
1258,40,0,30,125.98,18.89,23.41,228.14
1259,40,0,30,133.91,18.81,23.31,237.05
1260,40,0,30,133.59,18.74,22.82,236.48
1261,40,0,30,133.35,19.36,23.68,239.44
1262,40,0,30,132.83,19.31,22.62,233.92
1263,40,0,30,132.89,21.45,23.8,230.59
1264,40,0,30,132.55,19.03,23.77,231.1
1265,40,0,30,133.04,18.68,22.99,236.88
1266,40,0,30,131.59,18.9,22.58,225.34
1267,40,0,30,132.41,18.82,23.01,225.72
1268,40,0,30,133.8,18.75,23.53,237.37
1269,40,0,30,126.01,18.77,23.41,228.21
1270,41,4,30,133.93,19.09,22.98,229.8
1271,41,2,30,134.1,19.29,23.42,230.84
1272,41,2,30,112.88,18.99,22.88,226.63
1273,41,2,30,126.65,19.02,23.37,226.62
1274,41,2,30,131.94,18.71,22.56,230.99
1275,41,2,30,132.88,18.69,23.06,225.47
1276,41,2,30,130.24,18.71,23.06,229.89
1277,41,2,30,131.08,18.97,23.42,230.75
1278,41,2,30,133.38,18.93,22.86,235.11
1279,41,2,30,134.11,18.92,22.98,239.58
1280,41,1,30,131.08,18.92,20.8,234.14
1281,41,1,30,129.86,18.63,22.84,229.77
1282,41,1,30,145.13,18.71,22.56,230.99
1283,41,1,30,133.93,19.09,22.98,229.8
1284,41,1,30,126.93,19.99,23.28,226.42
1285,41,1,30,125.43,18.99,22.88,226.63
1286,41,1,30,131.08,18.92,23.11,234.14
1287,41,1,30,126.65,19.02,23.37,226.62
1288,41,0,30,130.99,18.64,23.1,235.14
1289,41,0,30,129.86,18.63,22.84,229.77
1290,41,0,30,130.88,19.01,23.52,231.05
1291,41,0,30,130.05,19.05,23.57,227.83
1292,41,0,30,126.76,19.24,23.04,235.36
1293,41,0,30,127.87,16.83,23.52,230.96
1294,41,0,30,132.78,18.66,22.83,253.94
1295,41,0,30,131.36,19.64,23.24,229.55
1296,41,0,30,128.07,18.61,23.11,234.06
1297,41,0,30,132.32,18.79,20.51,231.11
1298,41,0,30,133.17,18.99,23.14,232.01
1299,41,0,30,128.07,18.61,20.8,234.06
1300,42,4,30,130.29,19.06,23.18,228.21
1301,42,4,30,119.15,18.99,22.88,226.63
1302,42,3,30,123.5,18.95,22.93,233.11
1303,42,3,30,133.65,19.01,22.92,232.46
1304,42,2,30,123.49,19.14,23.15,251.61
1305,42,2,30,130.66,18.84,23.24,230.32
1306,42,2,30,132.41,18.7,22.81,228.23
1307,42,1,30,133.03,18.81,22.77,235.29
1308,42,1,30,134.11,18.92,22.98,239.58
1309,42,1,30,132.23,18.92,22.98,234.63
1310,42,1,30,131.56,18.7,23.06,227.68
1311,42,1,30,132.93,18.9,22.77,230.4
1312,42,1,30,129.0,19.48,23.35,228.58
1313,42,1,30,139.62,18.81,22.77,235.29
1314,42,1,30,131.81,18.82,22.96,232.5
1315,42,1,30,131.09,18.71,22.81,230.44
1316,42,1,30,134.1,19.1,23.2,235.21
1317,42,0,30,132.93,18.9,22.77,230.4
1318,42,0,30,123.5,18.95,22.93,233.11
1319,42,0,30,130.52,19.45,23.13,233.0
1320,42,0,30,128.45,18.87,23.21,228.26
1321,42,0,30,129.76,18.86,23.21,226.04
1322,42,0,30,133.49,18.99,23.24,228.15
1323,42,0,30,132.5,19.03,23.2,230.28
1324,42,0,30,134.11,18.92,22.98,239.58
1325,42,0,30,122.41,18.85,22.72,228.81
1326,42,0,30,133.93,19.09,22.98,229.8
1327,42,0,30,123.49,19.14,23.15,228.73
1328,42,0,30,133.65,19.01,22.92,232.46
1329,42,0,30,132.93,18.9,22.77,230.4
1330,43,3,30,123.49,19.14,23.15,251.61
1331,43,3,30,129.65,19.27,23.26,228.4
1332,43,2,30,126.4,19.0,22.9,229.55
1333,43,2,30,127.95,18.83,22.87,230.67
1334,43,2,30,128.8,19.12,23.18,243.41
1335,43,2,30,130.29,19.06,23.18,228.21
1336,43,2,30,133.03,18.86,22.87,230.34
1337,43,1,30,134.31,19.15,23.06,231.94
1338,43,1,30,132.01,18.81,22.79,207.38
1339,43,1,30,130.29,19.06,23.18,228.21
1340,43,1,30,126.4,19.0,22.9,229.55
1341,43,1,30,124.72,19.02,23.03,227.42
1342,43,1,30,125.69,18.95,22.93,230.63
1343,43,1,30,134.95,18.93,22.98,231.75
1344,43,1,30,128.81,18.93,22.96,236.34
1345,43,1,30,133.65,19.01,22.92,232.46
1346,43,1,30,132.58,18.91,22.88,232.51
1347,43,1,30,128.8,19.03,23.07,234.16
1348,43,1,30,131.24,18.83,23.1,231.41
1349,43,1,30,124.91,18.91,23.06,228.48
1350,43,1,30,133.03,18.86,22.87,230.34
1351,43,0,30,130.29,19.06,23.18,228.21
1352,43,0,30,133.03,18.86,22.87,230.34
1353,43,0,30,118.66,16.95,23.01,232.8
1354,43,0,30,133.03,18.86,22.87,207.31
1355,43,0,30,130.71,19.09,23.08,228.41
1356,43,0,30,132.2,18.99,20.77,233.9
1357,43,0,30,132.37,18.86,22.87,231.45
1358,43,0,30,127.66,18.89,22.95,232.8
1359,43,0,30,132.41,18.7,22.81,228.23
1360,44,3,30,129.54,19.09,23.18,212.23
1361,44,3,30,128.35,19.03,23.04,228.88
1362,44,3,30,131.34,19.06,23.06,229.37
1363,44,2,30,127.6,19.01,22.99,231.85
1364,44,2,30,123.49,19.14,23.15,251.61
1365,44,2,30,128.85,18.88,22.86,219.0
1366,44,1,30,129.49,18.95,22.89,231.03
1367,44,1,30,128.8,19.03,23.07,239.88
1368,44,1,30,127.18,19.14,23.15,227.91
1369,44,1,30,131.11,19.09,23.07,230.46
1370,44,1,30,128.82,18.91,23.0,230.48
1371,44,1,30,127.36,18.98,23.13,241.51
1372,44,1,30,126.14,19.13,23.16,247.51
1373,44,1,30,127.99,19.0,23.06,229.42
1374,44,1,30,130.91,18.99,23.02,236.88
1375,44,1,30,131.34,19.06,23.06,229.37
1376,44,1,30,129.54,19.04,23.12,231.18
1377,44,1,30,128.82,18.91,23.0,230.48
1378,44,1,30,130.68,18.97,22.94,230.65
1379,44,1,30,126.4,19.0,22.9,229.55
1380,44,1,30,127.75,18.97,22.97,229.49
1381,44,0,30,128.57,19.07,23.04,242.03
1382,44,0,30,132.81,18.88,22.87,231.43
1383,44,0,30,130.91,18.99,23.02,236.88
1384,44,0,30,125.69,18.95,22.93,230.63
1385,44,0,30,128.26,19.0,23.01,240.98
1386,44,0,30,129.72,18.93,22.88,229.94
1387,44,0,30,128.8,19.12,23.18,243.41
1388,44,0,30,127.95,18.83,22.87,230.67
1389,44,0,30,133.03,18.86,22.87,230.34
1390,45,3,30,127.6,19.01,22.99,231.85
1391,45,3,30,129.47,19.04,23.03,230.61
1392,45,3,30,126.52,19.11,23.16,231.92
1393,45,2,30,128.84,17.01,22.93,224.74
1394,45,2,30,129.74,19.0,23.0,235.26
1395,45,2,30,126.52,19.09,23.14,241.4
1396,45,2,30,128.74,18.98,22.97,230.23
1397,45,1,30,125.62,19.05,23.06,240.55
1398,45,1,30,128.23,17.05,22.92,225.43
1399,45,1,30,131.13,19.02,23.04,233.12
1400,45,1,30,126.87,19.07,23.08,239.68
1401,45,1,30,128.23,18.95,22.92,225.43
1402,45,1,30,129.86,19.01,23.04,238.38
1403,45,1,30,129.84,19.04,23.05,229.12
1404,45,1,30,144.47,19.06,23.06,229.37
1405,45,1,30,129.52,19.02,23.03,221.63
1406,45,1,30,129.2,18.96,22.99,225.09
1407,45,1,30,113.53,19.08,23.11,245.74
1408,45,1,30,130.23,19.04,23.1,224.55
1409,45,1,30,128.57,19.03,23.05,234.38
1410,45,0,30,128.34,19.05,23.02,229.47
1411,45,0,30,128.4,19.02,23.06,234.65
1412,45,0,30,125.92,19.08,23.1,216.22
1413,45,0,30,130.1,18.97,22.96,224.19
1414,45,0,30,127.39,19.08,23.07,229.88
1415,45,0,30,129.2,20.88,23.02,215.62
1416,45,0,30,128.4,19.02,23.06,234.65
1417,45,0,30,129.84,19.04,23.05,206.21
1418,45,0,30,128.65,20.93,23.07,220.86
1419,45,0,30,129.66,19.03,23.06,229.4
1420,46,3,30,120.02,19.1,23.14,238.83
1421,46,3,30,128.82,19.07,23.1,232.52
1422,46,3,30,126.69,19.09,23.12,235.8
1423,46,2,30,130.3,19.03,23.03,231.87
1424,46,2,30,128.97,18.97,22.98,227.66
1425,46,2,30,116.13,17.1,22.99,227.28
1426,46,2,30,129.24,18.99,22.99,232.74
1427,46,2,30,128.85,18.99,22.97,228.02
1428,46,2,30,136.04,19.04,23.03,230.61
1429,46,1,30,121.5,19.06,23.07,238.18
1430,46,1,30,127.63,19.05,23.07,231.07
1431,46,1,30,129.66,19.04,23.04,229.87
1432,46,1,30,128.17,19.0,22.98,231.04
1433,46,1,30,120.02,19.1,23.14,238.83
1434,46,1,30,129.15,18.02,22.98,227.68
1435,46,1,30,128.18,19.08,23.11,230.52
1436,46,1,30,128.7,18.02,22.99,229.56
1437,46,1,30,129.33,19.0,23.01,250.64
1438,46,0,30,127.99,19.07,23.09,231.26
1439,46,0,30,129.29,18.0,22.97,230.0
1440,46,0,30,126.52,19.09,23.14,241.4
1441,46,0,30,127.73,19.05,23.06,234.84
1442,46,0,30,127.99,19.06,23.08,236.0
1443,46,0,30,127.91,18.03,22.95,228.64
1444,46,0,30,129.66,19.02,23.03,234.49
1445,46,0,30,114.51,19.04,23.03,235.77
1446,46,0,30,129.24,18.99,22.99,232.74
1447,46,0,30,128.54,19.02,23.01,231.23
1448,46,0,30,128.19,19.05,23.09,239.89
1449,46,0,30,130.32,19.02,23.04,227.38
1450,47,4,30,128.17,18.53,23.03,230.32
1451,47,3,30,129.08,19.03,23.06,241.58
1452,47,2,30,129.11,18.98,22.99,230.2
1453,47,2,30,129.57,19.01,23.0,229.94
1454,47,2,30,123.36,19.09,23.13,237.31
1455,47,2,30,122.89,18.07,23.01,228.57
1456,47,2,30,128.43,19.02,23.03,231.91
1457,47,2,30,129.98,19.04,23.04,230.87
1458,47,2,30,122.73,18.05,23.0,238.96
1459,47,2,30,124.63,19.04,23.06,235.79
1460,47,1,30,128.03,19.07,23.08,234.72
1461,47,1,30,118.08,18.1,23.06,233.05
1462,47,1,30,122.48,18.08,23.05,229.9
1463,47,1,30,127.83,19.03,23.05,208.56
1464,47,1,30,132.43,19.05,23.06,231.57
1465,47,1,30,128.97,18.97,22.98,227.66
1466,47,1,30,128.78,18.5,22.98,228.79
1467,47,0,30,128.96,19.04,23.05,231.47
1468,47,0,30,141.64,18.54,23.05,231.04
1469,47,0,30,121.41,18.09,23.05,231.54
1470,47,0,30,122.49,18.04,22.98,227.65
1471,47,0,30,131.37,19.06,23.07,233.21
1472,47,0,30,124.56,19.05,23.07,234.62
1473,47,0,30,122.69,18.04,22.99,230.01
1474,47,0,30,128.83,19.03,23.04,230.27
1475,47,0,30,123.36,19.09,23.13,237.31
1476,47,0,30,141.87,20.87,22.98,227.66
1477,47,0,30,129.2,18.5,22.98,230.21
1478,47,0,30,128.51,18.99,22.98,229.53
1479,47,0,30,129.56,19.05,23.07,208.97
1480,48,3,30,128.23,19.04,23.05,233.31
1481,48,3,30,125.9,18.54,23.03,240.27
1482,48,3,30,125.45,18.29,23.01,234.64
1483,48,2,30,131.2,19.04,23.05,231.22
